1/1 [==============================] - 0s 185ms/step
"0 [D loss: 0.429183, acc.: 73.44%] [G loss: 0.679539]"
1/1 [==============================] - 0s 114ms/step
1/1 [==============================] - 0s 23ms/step
"1 [D loss: 0.322558, acc.: 90.62%] [G loss: 0.784708]"
1/1 [==============================] - 0s 28ms/step
"2 [D loss: 0.303473, acc.: 92.19%] [G loss: 0.901193]"
1/1 [==============================] - 0s 33ms/step
"3 [D loss: 0.294629, acc.: 95.31%] [G loss: 1.059700]"
1/1 [==============================] - 0s 44ms/step
"4 [D loss: 0.239051, acc.: 100.00%] [G loss: 1.170937]"
1/1 [==============================] - 0s 21ms/step
"5 [D loss: 0.199878, acc.: 100.00%] [G loss: 1.391515]"
1/1 [==============================] - 0s 23ms/step
"6 [D loss: 0.158557, acc.: 100.00%] [G loss: 1.692371]"
1/1 [==============================] - 0s 32ms/step
"7 [D loss: 0.126006, acc.: 100.00%] [G loss: 1.804502]"
1/1 [==============================] - 0s 33ms/step
"8 [D loss: 0.103678, acc.: 100.00%] [G loss: 2.078521]"
1/1 [==============================] - 0s 22ms/step
"9 [D loss: 0.086872, acc.: 100.00%] [G loss: 2.234433]"
1/1 [==============================] - 0s 29ms/step
"10 [D loss: 0.066920, acc.: 100.00%] [G loss: 2.290607]"
1/1 [==============================] - 0s 23ms/step
"11 [D loss: 0.061781, acc.: 100.00%] [G loss: 2.574542]"
1/1 [==============================] - 0s 29ms/step
"12 [D loss: 0.064172, acc.: 100.00%] [G loss: 2.690569]"
1/1 [==============================] - 0s 24ms/step
"13 [D loss: 0.048654, acc.: 100.00%] [G loss: 2.777910]"
1/1 [==============================] - 0s 29ms/step
"14 [D loss: 0.040817, acc.: 100.00%] [G loss: 2.936546]"
1/1 [==============================] - 0s 25ms/step
"15 [D loss: 0.034675, acc.: 100.00%] [G loss: 3.036412]"
1/1 [==============================] - 0s 25ms/step
"16 [D loss: 0.033374, acc.: 100.00%] [G loss: 3.250535]"
1/1 [==============================] - 0s 26ms/step
"17 [D loss: 0.025549, acc.: 100.00%] [G loss: 3.130876]"
1/1 [==============================] - 0s 24ms/step
"18 [D loss: 0.029068, acc.: 100.00%] [G loss: 3.323864]"
1/1 [==============================] - 0s 23ms/step
"19 [D loss: 0.023457, acc.: 100.00%] [G loss: 3.452129]"
1/1 [==============================] - 0s 25ms/step
"20 [D loss: 0.023254, acc.: 100.00%] [G loss: 3.485233]"
1/1 [==============================] - 0s 24ms/step
"21 [D loss: 0.020234, acc.: 100.00%] [G loss: 3.475201]"
1/1 [==============================] - 0s 22ms/step
"22 [D loss: 0.026497, acc.: 100.00%] [G loss: 3.459762]"
1/1 [==============================] - 0s 22ms/step
"23 [D loss: 0.022332, acc.: 100.00%] [G loss: 3.647914]"
1/1 [==============================] - 0s 24ms/step
"24 [D loss: 0.018109, acc.: 100.00%] [G loss: 3.710288]"
1/1 [==============================] - 0s 24ms/step
"25 [D loss: 0.015418, acc.: 100.00%] [G loss: 3.654521]"
1/1 [==============================] - 0s 25ms/step
"26 [D loss: 0.020650, acc.: 100.00%] [G loss: 3.776544]"
1/1 [==============================] - 0s 22ms/step
"27 [D loss: 0.014488, acc.: 100.00%] [G loss: 3.854060]"
1/1 [==============================] - 0s 23ms/step
"28 [D loss: 0.015342, acc.: 100.00%] [G loss: 4.022814]"
1/1 [==============================] - 0s 25ms/step
"29 [D loss: 0.011793, acc.: 100.00%] [G loss: 3.828910]"
1/1 [==============================] - 0s 23ms/step
"30 [D loss: 0.009747, acc.: 100.00%] [G loss: 3.948392]"
1/1 [==============================] - 0s 22ms/step
"31 [D loss: 0.012147, acc.: 100.00%] [G loss: 3.956107]"
1/1 [==============================] - 0s 26ms/step
"32 [D loss: 0.014359, acc.: 100.00%] [G loss: 4.174437]"
1/1 [==============================] - 0s 22ms/step
"33 [D loss: 0.010779, acc.: 100.00%] [G loss: 4.115139]"
